ARG	ID	RESULTNAME	INFO	EINHEIT	LABEL	L/H	DATENTYP	NAME	MUL	DIV	ADD
STAT_0x5B34_WERT	0x5B34	STAT_DELTA_MOTORDREHMOMENT_B_FS_B_KO_WERT	Delta-Motordrehmoment aus Verlustmoment-Adaption (B_fs=1 & B_ko=1)	%	dmvadfk_w	-	signed integer	-	0,0030517578125	1	0,0
STAT_0x5B35_WERT	0x5B35	STAT_DELTA_MOTORDREHMOMENT_B_FS_WERT	Delta-Motordrehmoment aus Verlustmoment-Adaption (B_fs=1)	%	dmvadfs_w	-	signed integer	-	0,0030517578125	1	0,0
STAT_0x5B36_WERT	0x5B36	STAT_DELTA_MOTORDREHMOMENT_B_KO_WERT	Delta-Motordrehmoment aus Verlustmoment-Adaption (B_ko=1)	%	dmvadko_w	-	signed integer	-	0,0030517578125	1	0,0
STAT_0x5B37_WERT	0x5B37	STAT_DELTA_MOTORDREHMOMENT_B_LL_WERT	Delta-Motordrehmoment aus Verlustmoment-Adaption (B_ll=1)	%	dmvadll_w	-	signed integer	-	0,0030517578125	1	0,0
STAT_0x5B38_WERT	0x5B38	STAT_DELTA_MOTORDREHMOMENT_STANDABKOPPLUNG_WERT	Delta-Motordrehmoment aus Verlustmoment-Adaption (Standabkopplung)	%	dmvadnic_w	-	signed integer	-	0,0030517578125	1	0,0
STAT_0x5B39_WERT	0x5B39	STAT_DELTA_MOTORDREHMOMENT_STANDABKOPPLUNG_UND_KLIMA_WERT	Delta-Motordrehmoment aus Verlustmoment-Adaption (Standabkopplung und Klimakompressor)	%	dmvadnicko_w	-	signed integer	-	0,0030517578125	1	0,0
STAT_0x5B3A_WERT	0x5B3A	STAT_ATL_ADAPTIONEN_BYTE_0_WERT	ATL Adaptionen	-	fatlaxnkw_w	-	unsigned integer	-	3,0517578125E-5	1	0,0
STAT_0x5B3B_WERT	0x5B3B	STAT_ATL_ADAPTIONEN_BYTE_1_WERT	ATL Adaptionen	-	fatlaxnkw_w	-	unsigned integer	-	3,0517578125E-5	1	0,0
STAT_0x5B3C_WERT	0x5B3C	STAT_ATL_ADAPTIONEN_BYTE_2_WERT	ATL Adaptionen	-	fatlaxnkw_w	-	unsigned integer	-	3,0517578125E-5	1	0,0
STAT_0x5B3D_WERT	0x5B3D	STAT_ATL_ADAPTIONEN_BYTE_3_WERT	ATL Adaptionen	-	fatlaxnkw_w	-	unsigned integer	-	3,0517578125E-5	1	0,0
STAT_0x5B3E_WERT	0x5B3E	STAT_ATL_ADAPTIONEN_BYTE_4_WERT	ATL Adaptionen	-	fatlaxnkw_w	-	unsigned integer	-	3,0517578125E-5	1	0,0
STAT_0x5B3F_WERT	0x5B3F	STAT_ATL_ADAPTIONEN_BYTE_5_WERT	ATL Adaptionen	-	fatlaxnkw_w	-	unsigned integer	-	3,0517578125E-5	1	0,0
0x5F76_WERT	0x5F76	STAT_ABSCHALTMUSTER_LESEN_WERT	Funkenbrenndauer-Diagnose: Abschaltmuster lesen	-	abmdzbd	-	unsigned char	-	1,0	1	0,0
-	0x58FF	-	Umweltbedingung unbekannt	-	-	-	unsigned char	-	1	1	0
